name
libslang2
libpython3.11-minimal
gsettings-desktop-schemas
libglvnd0
libgirepository-1.0-1
libwayland-client0
libglx0
libice6
libgdk-pixbuf-2.0-0
libgl1
libgdk-pixbuf2.0-common
python3.11-minimal
rtkit
cups-daemon
libcurl3-gnutls
librsvg2-2
libasound2-data
upower
libsecret-1-0
desktop-file-utils
libxtst6
gtk-update-icon-cache
fdisk
libinput10
dmidecode
ca-certificates
libwacom-common
libbluetooth3
libvulkan1
libxmu6
libgck-1-0
libgcr-base-3-1
libcap-ng0
libva-drm2
libprotobuf-c1
libteamdctl0
gdisk
libxdamage1
xz-utils
iptables
libxtables12
libgphoto2-6
libxcb-dri2-0
libspeechd2
libgphoto2-port12
gvfs-libs
gvfs-daemons
bubblewrap
libaudio2
libblockdev-crypto2
speech-dispatcher
libdotconf0
speech-dispatcher-audio-plugins
libxfont2
gcr
python3-debconf
gvfs
libpython3.11-stdlib
p11-kit-modules
p11-kit
libcanberra0
libdrm-radeon1
gnome-keyring
libnftnl11
libpulse-mainloop-glib0
libsm6
pinentry-gnome3
libspa-0.2-modules
libudfread0
libfftw3-single3
apache2-bin
alsa-utils
libgl1-mesa-dri
wpasupplicant
gettext-base
libwebrtc-audio-processing1
libdw1
libwebpmux3
libwebpdemux2
usb-modeswitch-data
libxcb-glx0
libatomic1
libdrm-amdgpu1
sound-theme-freedesktop
libdrm-nouveau2
libxcb-util1
libaccountsservice0
accountsservice
cpp
xdg-desktop-portal
libxkbfile1
libmtdev1
glib-networking
libcap2-bin
libproxy1v5
libxxf86vm1
python3-pkg-resources
plymouth
liblmdb0
libatk1.0-0
glib-networking-services
glib-networking-common
gir1.2-gdkpixbuf-2.0
liblzo2-2
libatk-bridge2.0-0
libatspi2.0-0
libmtp-common
liborc-0.4-0
xserver-xorg-input-wacom
libgtk-3-0
libcupsfilters1
gir1.2-freedesktop
libpangoxft-1.0-0
libaom3
file
gir1.2-pango-1.0
gir1.2-atk-1.0
usr-is-merged
util-linux-extra
libyaml-0-2
x11-xserver-utils
libevent-2.1-7
libpipewire-0.3-0
klibc-utils
libxcb-xkb1
libsoxr0
usbmuxd
system-config-printer-udev
libxkbcommon-x11-0
libglx-mesa0
libxft2
libqrtr-glib0
libstemmer0d
liblilv-0-0
libdrm-intel1
xdg-user-dirs
libplymouth5
libwacom9
libmysofa1
xdg-desktop-portal-gtk
gir1.2-gtk-3.0
libmtp-runtime
gawk
libplist3
iso-codes
libserd-0-0
libsord-0-0
libsratom-0-0
libusbmuxd6
libimobiledevice6
libsbc1
libip6tc2
pipewire-bin
libpipewire-0.3-modules
lvm2
libdevmapper-event1.02.1
librav1e0
libspeex1
libgsm1
libgoa-1.0-0b
libdav1d6
python3-cairo
libgoa-1.0-common
libva-x11-2
gir1.2-harfbuzz-0.0
libstartup-notification0
libsvtav1enc1
usb.ids
libnewt0.52
at-spi2-common
ipp-usb
gvfs-backends
libaspell15
libvdpau1
libgdata22
libgdata-common
libtheora0
libxvidcore4
libshine3
libopenni2-0
libzvbi-common
ocl-icd-libopencl1
libmagic-mgc
iio-sensor-proxy
libmpg123-0
pipewire
fwupd
xserver-xorg-input-libinput
libapt-pkg6.0
libxcvt0
dictionaries-common
libcrack2
libssl1.1
geoclue-2.0
libhunspell-1.7-0
libxcb-res0
libjcat1
libdbus-glib-1-2
libgles2
libflashrom1
pci.ids
fonts-noto-mono
libyuv0
libgav1-1
tpm-udev
libflac12
python3-gi-cairo
libcanberra-gtk3-0
libc6-dev
xwayland
libiec61883-0
gvfs-fuse
media-player-info
libenchant-2-2
libopencore-amrnb0
libnma0
libc-dev-bin
libzvbi0
libexempi8
libgraphene-1.0-0
xdg-dbus-proxy
libsoup-3.0-0
gir1.2-nm-1.0
libx265-199
libsoup-3.0-common
hunspell-en-us
libcaca0
gstreamer1.0-plugins-base
pulseaudio
bolt
gstreamer1.0-plugins-good
libavc1394-0
libllvm15
libcdparanoia0
libhyphen0
libmfx1
exim4-config
exim4-base
libabsl20220623
linux-libc-dev
libibus-1.0-5
libgsf-1-114
libasound2-plugins
libbrlapi0.8
libgstreamer-gl1.0-0
libwoff1
libavif15
libklibc
rsync
libharfbuzz-icu0
exim4-daemon-light
isc-dhcp-client
libxmlb2
libimagequant0
libosinfo-1.0-0
python3-urllib3
libcloudproviders0
libtotem-plparser18
less
libxss1
libgstreamer-plugins-bad1.0-0
libtotem-plparser-common
libappstream4
libgexiv2-2
osinfo-db
gnome-settings-daemon-common
fonts-cantarell
libmanette-0.2-0
libcrypt-dev
gir1.2-upowerglib-1.0
apache2-utils
libnice10
tracker-miner-fs
libmalcontent-0-0
libffi7
apache2
libjaylink0
apache2-data
xserver-xorg-video-fbdev
gir1.2-gstreamer-1.0
apg
libgpm2
libdecor-0-0
libhandy-1-0
switcheroo-control
wireplumber
libical3
ibus
gnome-settings-daemon
dosfstools
libgeoclue-2-0
gir1.2-ibus-1.0
gir1.2-atspi-2.0
gnome-session-common
gnome-control-center
gcc-12-base
libao-common
cpp-12
desktop-base
gdm3
gnome-shell
gnome-online-accounts
gir1.2-geoclue-2.0
gir1.2-gdm-1.0
lm-sensors
gir1.2-rsvg-2.0
fonts-quicksand
gir1.2-graphene-1.0
x11-utils
libarchive13
gnome-control-center-data
pipewire-pulse
busybox
gnome-session
rpcbind
wget
libjxl0.7
iputils-ping
libidn12
mutter-common
libhwy1
libncurses6
libgtk-4-1
libvpx7
libcairo-script-interpreter2
python3-requests
libgoa-backend-1.0-1
samba-common
curl
liburing2
grub-common
python3-idna
gir1.2-packagekitglib-1.0
login
libayatana-indicator3-7
libraw1394-11
python3-httplib2
libpwquality1
libpwquality-common
libcodec2-1.0
libswresample4
libldap-2.4-2
libgjs0g
wireless-tools
libwireplumber-0.4-0
ncurses-bin
libfreeaptx0
libldacbt-enc2
libldacbt-abr2
libgpod-common
libayatana-ido3-0.4-0
gnome-desktop3-data
libspa-0.2-bluetooth
xfonts-utils
python3.9-minimal
gjs
libdbusmenu-glib4
libadwaita-1-0
rpcsvc-proto
evolution-data-server
fonts-urw-base35
libspeexdsp1
grub2-common
emacsen-common
pkexec
libpython3.9-stdlib
libxklavier16
gnome-shell-common
libjavascriptcoregtk-4.1-0
python3-pyparsing
libgspell-1-2
python3-setuptools
libgspell-1-common
libtalloc2
libdouble-conversion3
distro-info-data
libunbound8
libraqm0
xauth
libtext-iconv-perl
python3-distro-info
libqt5svg5
python3-distro
gir1.2-json-1.0
libfile-fcntllock-perl
libxcb-keysyms1
unattended-upgrades
libapr1
eject
libosinfo-l10n
libtracker-sparql-3.0-0
bzip2
libgee-0.8-2
librest-1.0-0
gir1.2-soup-3.0
im-config
libgtk-4-common
python3-cups
libdbusmenu-gtk3-4
hdparm
libaprutil1
libgeocode-glib-2-0
libcogl20
libcogl-pango20
libcogl-path20
binutils
gir1.2-nma-1.0
geocode-glib-common
xdg-user-dirs-gtk
sysstat
gnome-software-common
gnome-software
libevolution
gir1.2-notify-0.7
libphonenumber8
libqt5qml5
libgnome-autoar-gtk-0-0
libmpfr6
python3-six
libwbclient0
vim-common
samba-libs
ghostscript
gir1.2-gtk-4.0
binutils-common
python3-cupshelpers
libgnome-bluetooth-3.0-13
nfs-common
fonts-liberation
gir1.2-gweather-4.0
gir1.2-malcontent-0
libgweather-4-common
gnupg2
libldb2
gir1.2-gnomedesktop-4.0
libmd4c0
ntfs-3g
liblightdm-gobject-1-0
net-tools
gnome-disk-utility
libxcb-shape0
realmd
gir1.2-gnomedesktop-3.0
libxcb-render-util0
libwww-perl
php-common
libxcb-icccm4
libpam-modules-bin
libde265-0
poppler-utils
usrmerge
gnome-bluetooth-3-common
libxcb-image0
libsgutils2-1.46-2
gcc
libqt5qmlmodels5
dmeventd
cracklib-runtime
python3-cryptography
make
mariadb-common
libxcb-xinerama0
libgweather-4-0
libkf5archive5
libqt5waylandclient5
libqt5core5a
python3-software-properties
libmaxminddb0
libctf-nobfd0
libctf0
libwebp6
python3-pycurl
libgnome-desktop-3-20
openssh-sftp-server
libpython3.9-minimal
libtevent0
postfix
libkf5windowsystem5
libkf5windowsystem-data
gstreamer1.0-plugins-bad
mysql-common
rygel
pipewire-alsa
poppler-data
libdbusmenu-qt5-2
software-properties-common
libkf5coreaddons5
libkf5coreaddons-data
libkf5configcore5
libqt5dbus5
libkf5config-data
gnome-user-share
qml-module-qtquick2
runit-helper
libkf5guiaddons5
cups-filters-core-drivers
gnome-terminal-data
gnome-terminal
python3-tz
libkf5solid5
libkf5solid5-data
cups-filters
libxcb-xinput0
zstd
libqt5gui5
libkf5widgetsaddons5
python-apt-common
libkf5i18n5
libreoffice-common
libkf5widgetsaddons-data
libkf5i18n-data
python3-pil
libkf5configgui5
libgnutls-dane0
libkf5dbusaddons5
libkf5configwidgets5
libsasl2-modules
libkf5dbusaddons-data
libkf5notifications5
libkf5configwidgets-data
libkf5codecs5
libkf5crash5
libkf5iconthemes5
libkf5notifications-data
libkf5service5
libqt5widgets5
libkf5itemviews5
libkf5service-data
qttranslations5-l10n
libkf5wallet-bin
liburi-perl
libkf5itemviews-data
libkf5service-bin
libkf5jobwidgets5
libkf5textwidgets5
libkf5wallet-data
libkf5wallet5
libqt5texttospeech5
libkf5sonnetui5
libkf5textwidgets-data
libjs-jquery
libkf5kiocore5
libkf5kiowidgets5
kio
libkf5kiogui5
kded5
libkf5kiontlm5
libmariadb3
libtiff5
libkf5xmlgui5
libkf5globalaccel-bin
bind9-host
cups-common
powermgmt-base
cups-client
libwebkitgtk-6.0-4
libkf5xmlgui-data
network-manager-gnome
libkf5doctools5
fonts-opensymbol
python3-pysimplesoap
libnma-gtk4-0
libkf5iconthemes-data
python3-charset-normalizer
libprotobuf32
libges-1.0-0
libjavascriptcoregtk-6.0-1
libkf5completion-data
libkf5jobwidgets-data
libcmark0.30.2
libkf5auth-data
gnome-menus
libjavascriptcoregtk-4.0-18
libkf5authcore5
system-config-printer-common
libqt5quickwidgets5
libxapian30
nftables
libtss2-sys1
libkf5codecs-data
ibus-gtk4
qml-module-qtquick-controls2
libcanberra-pulse
qml-module-qtquick-window2
libtss2-tcti-swtpm0
libtss2-tcti-cmd0
libtss2-tcti-mssim0
libtss2-mu0
libtss2-esys-3.0.2-0
libqt5quickcontrols2-5
libkf5globalaccel-data
libqt5quicktemplates2-5
qml-module-qtquick-templates2
libostree-1-1
libfstrm0
libjemalloc2
libutempter0
qml-module-qtqml-models2
libreoffice-base-core
libreoffice-style-colibre
nautilus-data
nautilus
libass9
libebook-1.2-21
libedata-book-1.2-27
libedata-cal-2.0-2
libmalcontent-ui-1-1
bind9-libs
libcanberra-gtk3-module
libkf5package5
libefiboot1
libefivar1
libqt5sql5-sqlite
libkf5bookmarks5
libqt5multimedia5
libgs10
libkf5declarative5
libnautilus-extension4
libkf5quickaddons5
python3-yaml
cups-ipp-utils
libmozjs-102-0
libquadmath0
libreoffice-core
ure
libkf5waylandclient5
libkf5archive-data
qml-module-org-kde-kquickcontrolsaddons
libxcb-damage0
qml-module-qtquick-controls
libkf5declarative-data
libgssdp-1.6-0
libgupnp-1.6-0
libwnck-3-0
cups-ppdc
libkf5kirigami2-5
qml-module-qt-labs-folderlistmodel
libsigc++-2.0-0v5
liblockfile-bin
qml-module-org-kde-kirigami2
libgnome-desktop-4-2
python3-numpy
libkf5kiofilewidgets5
libkf5plasma5
qml-module-qtquick-privatewidgets
unzip
qml-module-qt-labs-settings
libgnome-bg-4-2
python3-uno
python3-chardet
cups-core-drivers
libgprofng0
fail2ban
libkf5auth5
libqt5xml5
python3-lazr.restfulclient
libkf5calendarevents5
libxcb-record0
qml-module-org-kde-kconfig
mdadm
libkf5globalaccelprivate5
libgupnp-av-1.0-3
plasma-framework
librygel-core-2.8-0
librygel-renderer-2.8-0
librygel-db-2.8-0
librygel-server-2.8-0
libuno-sal3
libkf5sonnet5-data
cups-server-common
libkf5bookmarks-data
libuno-salhelpergcc3-3
libuno-cppu3
libuno-cppuhelpergcc3-3
libkf5guiaddons-data
libjbig2dec0
libijs-0.35
libmspack0
libqca-qt5-2
libqrencode4
ethtool
libmpc3
at
kinit
libkf5people5
libkf5peoplebackend5
libkf5people-data
libkf5contacts5
libkf5peoplewidgets5
fonts-noto-extra
libdbi-perl
libqca-qt5-2-plugins
dpkg-dev
kactivitymanagerd
openvpn
libperl5.36
libkf5newstuffcore5
libqt5multimediaquick5
libreoffice-writer
qml-module-qtmultimedia
libcbor0.8
postgresql-client-common
libfakekey0
qml-module-qtquick-particles2
libportal1
kdeconnect
os-prober
iucode-tool
qml-module-org-kde-people
kpeople-vcard
libpeas-common
policykit-1-gnome
libxmlsec1
libkf5filemetadata-data
libkf5filemetadata3
qt5-image-formats-plugins
libkf5idletime5
python3-more-itertools
libreoffice-calc
libportal-gtk4-1
libndctl6
libqt5printsupport5
libkf5balooengine5
baloo-kf5
libccid
libpipewire-0.3-common
libkf5attica5
python3-lxml
liblsan0
libtsan2
libcc1-0
libxfce4util7
libxfce4util-common
postgresql-common
ibus-gtk3
python3-configobj
libkf5syntaxhighlighting5
libjson-perl
libpcre3
gnome-calculator
kwin-data
python3-oauthlib
evince
evince-common
libio-socket-ip-perl
frameworkintegration
plasma-workspace
libkf5syndication5abi1
liblocale-gettext-perl
libproxy1-plugin-webkit
libpackagekitqt5-1
libkf5kcmutilscore5
libclutter-gtk-1.0-0
hwdata
python3-ptyprocess
xfconf
aspell
libkf5parts5
python3-pexpect
python3-psutil
python3-wadllib
libxmlsec1-openssl
acpid
php8.2-common
php8.2-readline
php8.2-opcache
php8.2-cli
libkf5contacts-data
libflac8
libtry-tiny-perl
python3-xdg
file-roller
libkf5parts-data
xserver-xorg
fonts-lyx
mlocate
python3-openssl
bind9-dnsutils
libfmt9
python3-zope.interface
libkeybinder-3.0-0
gnome-calendar
libkf5itemmodels5
python3-attr
libqt5webenginecore5
nginx
fonts-symbola
uuid-runtime
python3-matplotlib
python-matplotlib-data
libgtksourceview-5-0
libgtksourceview-5-common
python3-cycler
gcc-12
fonts-freefont-ttf
squashfs-tools
libkf5pty5
sddm
seahorse
libaccounts-qt5-1
python3-kiwisolver
libkf5modemmanagerqt6
libqt5sql5
libxcb-cursor0
libkf5pty-data
libxfconf-0-3
locales
gnome-clocks
libsoup2.4-1
libkf5prison5
readline-common
usbutils
libkf5newstuff5
libreoffice-gtk3
console-setup
galera-4
keyboard-configuration
mariadb-server
qml-module-org-kde-bluezqt
perl-openssl-defaults
libhttp-message-perl
libfftw3-double3
zenity
libkf5purpose5
mariadb-client-core
pcscd
snapd
rake
qml-module-org-kde-syntaxhighlighting
socat
libwacom2
libgtop-2.0-11
python3-pyinotify
htop
libkaccounts2
light-locker
flatpak
libkf5newstuff-data
libzip4
kimageformat-plugins
libgtop2-common
ruby-net-telnet
ruby-xmlrpc
libqt5keychain1
libxpresent1
blueman
breeze
breeze-cursor-theme
ntp
libkworkspace5-5
pigz
install-info
qml-module-org-kde-prison
libkf5akonadicalendar-data
qml-module-org-kde-kcm
python3-importlib-metadata
screen
exo-utils
libkf5akonadicore5abi2
libqt5webchannel5
libaom0
intel-media-va-driver
libkf5threadweaver5
libqt5webengine-data
libhpmud0
plasma-desktop
libqt5sensors5
certbot
apt-config-icons
libharfbuzz-subset0
python3-parsedatetime
binfmt-support
python3-configargparse
libio-socket-ssl-perl
libexo-2-0
thunar-data
libexo-common
libkf5akonadi-data
libmarkdown2
python3-rfc3339
python3-josepy
python3-acme
python3-certbot
python3-tk
ruby-sdbm
libsane-hpaio
qml-module-org-kde-newstuff
ruby-webrick
libkf5newstuffwidgets5
libkf5bluezqt6
libkf5runner5
thunar
libsnmp40
systemsettings
libkf5purpose-bin
python3-zipp
qml-module-org-kde-kitemmodels
libnpth0
kde-cli-tools
kde-cli-tools-data
libxfce4panel-2.0-4
powerdevil-data
powerdevil
libkf5screen-bin
mariadb-client
libgrantlee-templates5
libyajl2
python3-packaging
qml-module-org-kde-kcoreaddons
kwayland-integration
libkf5akonadiprivate5abi2
qml-module-org-kde-qqc2desktopstyle
libpython2.7-stdlib
kwin-wayland
libkf5mime-data
polkit-kde-agent-1
systemd-coredump
libkf5akonadiwidgets5abi1
libkf5notifyconfig-data
libkf5notifyconfig5
libkf5contacteditor5
libkf5kexiv2-15.0.0
libigdgmm12
libgtk2.0-common
python3-ntp
intel-microcode
p7zip-full
libkf5akonadimime5
xfwm4
libxcb-dpms0
libkf5calendarcore5abi2
libphonon4qt5-4
libkf5mailtransport-data
libkf5mailtransportakonadi5
locate
dc
libkf5networkmanagerqt6
xsettingsd
libphonon4qt5-data
xfce4-notifyd
python3-markupsafe
libgarcon-1-0
libgarcon-common
zenity-common
plasma-disks
python3-pil.imagetk
libkdecorations2-5v5
libopenconnect5
dkms
usb-modeswitch
libkf5grantleetheme5
gnome-characters
xdg-desktop-portal-kde
libtimedate-perl
libhtml-tagset-perl
python3-sympy
kscreen
libvirt0
python3-scipy
xfce4-settings
java-common
python3-fonttools
libdmtx0b
libkf5sysguard-data
libcodec2-0.9
python3-fs
php8.2-xml
libevent-core-2.1-7
kde-config-gtk-style
libksysguardformatter1
unicode-data
libsocket6-perl
libconfig-inifiles-perl
eog
qtchooser
fonts-droid-fallback
python3-ufolib2
traceroute
libgpgmepp6
qml-module-org-kde-quickcharts
python3-contourpy
libthunarx-3-0
xfce4-session
libkf5activitiesstats1
libvpx6
libkf5style5
ufw
plasma-discover-common
plasma-discover
laptop-detect
libqt5quickshapes5
xiccd
libllvm11
libkf5kdelibs4support5-bin
plasma-integration
qml-module-qtquick-shapes
libpoppler-glib8
libavutil56
libswresample3
xfce4-panel
libminizip1
libkscreenlocker5
dbus-x11
xfce4-power-manager
xfce4-power-manager-data
libblas3
libprocesscore9
python3-typing-extensions
libtag1v5-vanilla
libkf5kdelibs4support-data
qml-module-org-kde-draganddrop
mobile-broadband-provider-info
libpowerdevilcore2
libimath-3-1-29
xfdesktop4-data
xfdesktop4
qml-module-org-kde-kwindowsystem
plasma-nm
libuv1
systemd-container
bluedevil
plasma-pa
qml-module-org-kde-kio
khotkeys-data
khotkeys
kio-extras
kio-extras-data
libsynctex2
libaccounts-glib0
qt5-gtk-platformtheme
libavcodec58
libssh-4
libvlccore9
libvlc5
libencode-locale-perl
qml-module-org-kde-kcmutils
liblcms2-utils
printer-driver-foo2zjs-common
kde-style-breeze
libnotificationmanager1
kwrited
printer-driver-foo2zjs
zabbix-agent
libkf5screen-data
libvirt-daemon
libkf5i18nlocaledata5
libkf5screen8
vim-tiny
libzxing2
libdpkg-perl
dolphin
libqt5concurrent5
libkpathsea6
libcolorcorrect5
libchamplain-0.12-0
libchamplain-gtk-0.12-0
libdolphinvcs5
aspell-en
libsnmp-base
libspectre1
libqt5webengine5
xfce4-helpers
tk8.6-blt2.5
fuse
qml-module-org-kde-sonnet
gtk2-engines-pixbuf
python3-gpg
php7.4-common
libnet-http-perl
libsignon-qt5-1
php7.4-readline
libruby3.1
php7.4-json
libqt5positioning5
gettext
libgdk-pixbuf2.0-bin
blt
libgarcon-gtk3-1-0
libgnome-desktop-3-19
kdeplasma-addons-data
libjq1
jq
php8.2-mbstring
print-manager
vlc-bin
plasma-widgets-addons
libvlc-bin
python3-debian
cpp-10
libraw20
kup-backup
libgvc6
libcdt5
libcgraph6
php7.4-opcache
graphviz
xserver-xorg-video-ati
libgvpr2
libvirt-daemon-driver-qemu
libgnomekbd8
libkdecorations2private10
qdbus-qt5
liblab-gamut1
libreoffice-draw
libgtk2.0-0
libkf5configqml5
thunderbird
kwin-style-breeze
libintl-perl
libharfbuzz-gobject0
ntpsec
bsd-mailx
libnet-ssleay-perl
libann0
libgtk3-perl
libqaccessibilityclient-qt5-0
libnss-mymachines
konsole-kpart
libreoffice-impress
libqt5webview5
libbabl-0.1-0
libsort-naturally-perl
g++
libmodule-find-perl
libgnomekbd-common
php8.2-mysql
libjack-jackd2-0
imagemagick-6.q16
libkf5kdelibs4support5
libdjvulibre21
libkf5screendpms8
needrestart
nfs-kernel-server
libbytesize1
libapache2-mod-php8.2
libtag1v5
libkwineffects14
libkwinglutils14
sane-utils
libappstreamqt2
libmodule-scandeps-perl
bridge-utils
mariadb-plugin-provider-lz4
konsole
mariadb-plugin-provider-bzip2
mariadb-plugin-provider-lzma
mariadb-plugin-provider-lzo
cryfs
mariadb-plugin-provider-snappy
libkpipewire5
python3-icu
libcjson1
libqt5webenginewidgets5
libatkmm-1.6-1v5
gimp-data
plasma-vault
gimp
php8.2-gd
plocate
python3-louis
libkwalletbackend5-5
snmpd
crda
librabbitmq4
zip
libxt6
libcairomm-1.0-1v5
tumbler
tumbler-common
libcaja-extension1
libkpimgapi-data
libgs-common
libsasl2-modules-kdexoauth2
libpam-kwallet-common
haveged
plasma-thunderbolt
libvirt-clients
libwebkit2gtk-4.0-37
tmux
php8.2-curl
akonadi-server
mc
libdjvulibre-text
libeditorconfig0
libzmq5
mc-data
runc
libnss-mdns
kwin-x11
ppp
libreoffice-style-elementary
pulseaudio-module-gsettings
libmozjs-78-0
liblqr-1-0
liblwp-protocol-https-perl
libpam-gnome-keyring
gnome-themes-extra-data
libchromaprint1
gnome-themes-extra
libgrilo-0.3-0
libxapp1
libqt5waylandcompositor5
gir1.2-peas-1.0
xapps-common
kdepim-runtime
mesa-vulkan-drivers
tini
liboauth0
libintl-xs-perl
python3-systemd
mesa-utils
libwpe-1.0-1
libibverbs1
libwpebackend-fdo-1.0-1
python3-debianbts
libvirt-daemon-system
grilo-plugins-0.3
libkf5akonadiagentbase5
librest-0.7-0
php7.4-xml
btrfs-progs
libsoup-gnome2.4-1
libsdl2-2.0-0
akonadi-backend-mysql
aptitude
libqt5sql5-mysql
libhavege2
bind9
python3-pyqt5
aptitude-common
libkf5akonadisearch-plugins
fonts-noto-cjk
docker.io
containerd
libtagc0
libxml++2.6-2v5
irqbalance
libreoffice-gnome
python3-zope.event
libruby2.7
libaugeas0
libatk1.0-data
libffado2
libkf5ldap5abi1
libconfig++9v5
liblua5.4-0
kio-ldap
libgme0
liblist-moreutils-perl
synaptic
augeas-lenses
plasma-browser-integration
totem-common
totem
libgtksourceview-4-0
libhtml-parser-perl
libtotem0
gstreamer1.0-gl
thunar-archive-plugin
libgfortran5
libunistring5
gstreamer1.0-gtk3
libtracker-sparql-2.0-0
atril
atril-common
qtwayland5
default-mysql-client-core
libgail-common
default-mysql-server-core
libnorm1
libpython3.11
libgcc1
libpgm-5.3-0
libtracker-miner-2.0-0
libvirt-daemon-config-network
libvirt-daemon-config-nwfilter
mokutil
python3-pyqt5.sip
libsonic0
nginx-common
xfce4-pulseaudio-plugin
netcat-traditional
ispell
libvirt-daemon-system-systemd
libtcl8.6
libllvm14
zsh
zsh-common
libtirpc3
m4
php7.4-mbstring
kmailtransport-akonadi
xfce4-terminal
libpcaudio0
default-jre-headless
espeak-ng-data
libespeak-ng1
libid3tag0
thunar-media-tags-plugin
python3-decorator
libnfsidmap1
php7.4-mysql
libwnck-3-common
rubygems-integration
clamav-base
discover
libdiscover2
clamav-freshclam
atop
libopts25
gnupg-utils
libnginx-mod-stream
python3-smbc
mailutils-common
mailutils
speech-dispatcher-espeak-ng
gcc-14-base
libvpl2
mate-settings-daemon-common
nodejs
kmail
libatk-adaptor
libpathplan4
libruby
libpangomm-1.4-1v5
php7.4-gd
liblapack3
libkf5akonadisearch-bin
gir1.2-soup-2.4
libre2-9
libreoffice-math
libcbor0.10
libgnutls30t64
gnome-remote-desktop
python3-zope.hookable
php8.2-intl
libtypes-serialiser-perl
python3-zope.component
libpcap0.8
opensc-pkcs11
libgail18
libopenmpt0
python3-reportbug
libsharpyuv0
libarchive-zip-perl
okular
libnettle8t64
php8.2-zip
python2-minimal
xserver-xorg-video-radeon
libgxps2
libnetaddr-ip-perl
gir1.2-keybinder-3.0
libssl3t64
libgeocode-glib0
libdb5.3t64
libreadline8
knotes
